Ship Date,Month,Year,Ship Mode,Area,Region,Category,Sub-Category,Sold,Profit
2014-11-11,November,2014,Standard Class,Kalimantan,West,Technology,Machines,450,1679900
2014-09-12,September,2014,Standard Class,Kalimantan,East,Office Supplies,Appliances,20,50400
2015-07-01,Juli,2015,Standard Class,Jawa,West,Office Supplies,Art,30,62900
2015-07-01,Juli,2015,Standard Class,Sumatra,West,Office Supplies,Binders,90,332900
2015-07-01,Juli,2015,Standard Class,Bali,West,Office Supplies,Storage,310,109600
2015-08-02,Agustus,2015,Standard Class,Papua,West,Office Supplies,Envelopes,170,946800
2017-12-11,Desember,2017,Standard Class,Sulawesi,South,Furniture,Furnishings,90,306500
2015-01-03,Januari,2015,Second Class,Kalimantan,West,Office Supplies,Storage,40,95900
2015-02-19,Februari,2015,Standard Class,Jawa,East,Office Supplies,Art,20,10800
2015-02-19,Februari,2015,Standard Class,Sumatra,East,Technology,Accessories,80,10800
2016-01-27,Januari,2016,First Class,Bali,East,Office Supplies,Art,10,27700
2016-01-27,Januari,2016,First Class,Papua,East,Office Supplies,Paper,20,99400
2017-04-07,April,2017,Standard Class,Sulawesi,East,Office Supplies,Paper,50,231900
2017-10-09,Oktober,2017,Standard Class,Kalimantan,South,Office Supplies,Paper,20,65400
2017-10-09,Oktober,2017,Standard Class,Jawa,South,Office Supplies,Appliances,20,13500
2017-09-06,September,2017,Standard Class,Sumatra,West,Technology,Accessories,20,81600
2017-09-06,September,2017,Standard Class,Bali,West,Office Supplies,Binders,30,96300
2015-12-27,Desember,2015,Standard Class,Papua,South,Technology,Accessories,60,175600
2015-12-27,Desember,2015,Standard Class,Sulawesi,South,Office Supplies,Envelopes,30,110700
2015-12-24,Desember,2015,Standard Class,Kalimantan,West,Office Supplies,Envelopes,10,33300
2015-12-24,Desember,2015,Standard Class,Papua,West,Furniture,Furnishings,20,47500
2015-12-01,Desember,2015,Standard Class,Sulawesi,West,Technology,Accessories,110,272100
2015-12-01,Desember,2015,Standard Class,Kalimantan,West,Office Supplies,Paper,120,642000
2017-09-01,September,2017,Standard Class,Jawa,South,Office Supplies,Paper,10,21800
2014-03-22,Maret,2014,Same Day,Sumatra,Central,Office Supplies,Art,20,78200
2017-12-21,Desember,2017,Standard Class,Bali,South,Office Supplies,Storage,550,1894500
2017-03-22,Maret,2017,First Class,Papua,West,Office Supplies,Binders,20,80300
2017-03-22,Maret,2017,First Class,Sulawesi,West,Technology,Accessories,100,131400
2017-03-22,Maret,2017,First Class,Kalimantan,West,Technology,Accessories,200,1031800
2016-09-25,September,2016,Standard Class,Kalimantan,East,Furniture,Chairs,640,1684800
2016-09-25,September,2016,Standard Class,Jawa,East,Furniture,Furnishings,70,313400
2017-04-15,April,2017,Standard Class,Sumatra,East,Office Supplies,Storage,20,17700
2017-12-12,Desember,2017,Second Class,Bali,West,Technology,Phones,100,417000
2017-12-12,Desember,2017,Second Class,Papua,West,Office Supplies,Paper,20,74700
2015-12-07,Desember,2015,Second Class,Sulawesi,South,Office Supplies,Art,40,144200
2017-12-11,Desember,2017,Same Day,Kalimantan,Central,Office Supplies,Paper,20,43600
2016-05-23,Mei,2016,First Class,Jawa,East,Office Supplies,Paper,120,658400
2017-02-21,Februari,2017,Second Class,Sumatra,South,Technology,Phones,30,101500
2017-05-22,Mei,2017,Second Class,Bali,Central,Office Supplies,Art,140,427500
2017-05-22,Mei,2017,Second Class,Papua,Central,Office Supplies,Art,30,99600
2017-05-22,Mei,2017,Second Class,Sulawesi,Central,Office Supplies,Storage,710,1945200
2017-05-22,Mei,2017,Second Class,Kalimantan,Central,Office Supplies,Fasteners,10,41800
2017-05-22,Mei,2017,Second Class,Jawa,Central,Office Supplies,Art,30,85200
2017-09-13,September,2017,Second Class,Sumatra,Central,Office Supplies,Fasteners,20,39500
2017-09-13,September,2017,Second Class,Bali,Central,Office Supplies,Paper,30,77100
2016-11-10,November,2016,Standard Class,Papua,Central,Office Supplies,Binders,110,604300
2016-11-10,November,2016,Standard Class,Sulawesi,Central,Office Supplies,Art,40,195300
2016-11-10,November,2016,Standard Class,Kalimantan,Central,Office Supplies,Labels,60,298100
2017-07-25,Juli,2017,Second Class,Papua,Central,Office Supplies,Art,20,65900
2017-07-25,Juli,2017,Second Class,Sulawesi,Central,Technology,Accessories,160,134200
2016-11-24,November,2016,Standard Class,Kalimantan,East,Office Supplies,Appliances,110,202800
2014-04-30,April,2014,Standard Class,Jawa,West,Furniture,Furnishings,310,764200
2014-04-30,April,2014,Standard Class,Sumatra,West,Office Supplies,Appliances,280,942200
2014-04-30,April,2014,Standard Class,Bali,West,Furniture,Chairs,1490,1784500
2015-12-02,Desember,2015,Second Class,Papua,South,Office Supplies,Envelopes,20,98600
2015-12-02,Desember,2015,Second Class,Sulawesi,South,Office Supplies,Envelopes,80,388200
2015-10-30,Oktober,2015,Standard Class,Kalimantan,West,Office Supplies,Art,70,195900
2015-07-27,Juli,2015,Standard Class,Kalimantan,Central,Technology,Phones,160,161300
2016-11-02,November,2016,Standard Class,Jawa,West,Office Supplies,Appliances,50,142400
2016-11-02,November,2016,Standard Class,Sumatra,West,Office Supplies,Binders,30,93900
2017-11-22,November,2017,First Class,Bali,East,Office Supplies,Paper,50,269400
2017-11-22,November,2017,First Class,Papua,East,Technology,Phones,1260,3931200
2017-11-22,November,2017,First Class,Sulawesi,East,Office Supplies,Art,70,231800
2016-09-12,September,2016,Standard Class,Kalimantan,Central,Office Supplies,Art,80,73900
2016-09-12,September,2016,Standard Class,Jawa,Central,Technology,Phones,60,260900
2016-11-19,November,2016,Standard Class,Sumatra,West,Technology,Phones,370,325300
2014-07-11,Juli,2014,Standard Class,Bali,East,Furniture,Furnishings,70,145000
2016-03-17,Maret,2016,Same Day,Papua,East,Office Supplies,Envelopes,200,1079500
2016-03-17,Maret,2016,Same Day,Sulawesi,East,Office Supplies,Appliances,910,3571800
2016-03-17,Maret,2016,Same Day,Kalimantan,East,Furniture,Furnishings,980,3031100
2016-12-27,Desember,2016,First Class,Jawa,West,Office Supplies,Art,20,30600
2014-09-04,September,2014,First Class,Sumatra,East,Office Supplies,Art,30,96900
2015-07-10,Juli,2015,Standard Class,Bali,East,Technology,Accessories,40,26100
2016-11-25,November,2016,Standard Class,Papua,Central,Office Supplies,Paper,10,49100
2016-11-25,November,2016,Standard Class,Sulawesi,Central,Office Supplies,Paper,320,1811900
2016-11-25,November,2016,Standard Class,Kalimantan,Central,Office Supplies,Binders,10,27700
2014-05-11,Mei,2014,Standard Class,Papua,West,Office Supplies,Labels,10,32600
2014-05-11,Mei,2014,Standard Class,Sulawesi,West,Office Supplies,Art,110,362700
2014-06-24,Juni,2014,First Class,Kalimantan,East,Office Supplies,Paper,20,108500
2014-06-24,Juni,2014,First Class,Jawa,East,Technology,Phones,620,1928100
2014-06-24,Juni,2014,First Class,Sumatra,East,Office Supplies,Appliances,60,322400
2017-08-23,Agustus,2017,Standard Class,Bali,East,Office Supplies,Binders,390,2188300
2014-12-06,Desember,2014,Standard Class,Papua,West,Technology,Phones,580,863900
2014-12-06,Desember,2014,Standard Class,Sulawesi,West,Office Supplies,Fasteners,40,182400
2017-04-12,April,2017,Second Class,Kalimantan,Central,Office Supplies,Binders,480,2639900
2015-11-21,November,2015,Second Class,Kalimantan,Central,Office Supplies,Supplies,50,36900
2014-03-09,Maret,2014,Standard Class,Jawa,South,Office Supplies,Art,20,28000
2017-05-19,Mei,2017,First Class,Sumatra,South,Office Supplies,Appliances,20,53800
2017-05-19,Mei,2017,First Class,Bali,South,Furniture,Bookcases,310,908900
2017-05-19,Mei,2017,First Class,Papua,South,Technology,Phones,40,187700
2017-05-19,Mei,2017,First Class,Sulawesi,South,Office Supplies,Binders,120,656300
2017-05-19,Mei,2017,First Class,Kalimantan,South,Technology,Phones,60,188100
2017-09-28,September,2017,Standard Class,Jawa,West,Office Supplies,Paper,30,146800
2017-03-27,Maret,2017,Standard Class,Sumatra,Central,Furniture,Chairs,1810,6284500
2017-09-14,September,2017,Same Day,Bali,East,Office Supplies,Art,80,221400
2016-11-08,November,2016,Second Class,Papua,South,Office Supplies,Fasteners,20,115200
2016-11-08,November,2016,Second Class,Sulawesi,South,Office Supplies,Art,10,24900
2016-11-08,November,2016,Second Class,Kalimantan,South,Furniture,Furnishings,30,109900
2016-11-08,November,2016,Second Class,Jawa,South,Office Supplies,Art,10,31500
2016-11-08,November,2016,Second Class,Sumatra,South,Furniture,Tables,850,1922000
2016-05-08,Mei,2016,Standard Class,Bali,Central,Office Supplies,Art,30,32900
2017-01-02,Januari,2017,Standard Class,Papua,Central,Office Supplies,Paper,20,43600
2017-01-02,Januari,2017,Standard Class,Sulawesi,Central,Office Supplies,Paper,30,88800
2016-07-26,Juli,2016,Standard Class,Kalimantan,Central,Technology,Accessories,110,435500
2016-07-26,Juli,2016,Standard Class,Papua,Central,Office Supplies,Storage,970,1622700
2016-07-26,Juli,2016,Standard Class,Sulawesi,Central,Office Supplies,Art,30,126200
2016-07-26,Juli,2016,Standard Class,Kalimantan,Central,Office Supplies,Paper,40,186700
2014-11-21,November,2014,Standard Class,Jawa,Central,Office Supplies,Envelopes,80,441900
2014-11-21,November,2014,Standard Class,Sumatra,Central,Office Supplies,Paper,40,171100
2014-11-21,November,2014,Standard Class,Bali,Central,Office Supplies,Binders,30,171300
2014-11-21,November,2014,Standard Class,Papua,Central,Office Supplies,Storage,170,508400
2015-06-23,Juni,2015,Standard Class,Sulawesi,West,Furniture,Furnishings,20,48300
2015-06-23,Juni,2015,Standard Class,Kalimantan,West,Office Supplies,Paper,10,37400
2015-06-23,Juni,2015,Standard Class,Kalimantan,West,Office Supplies,Envelopes,190,1053000
2016-07-06,Juli,2016,First Class,Jawa,West,Furniture,Furnishings,30,103700
2016-07-06,Juli,2016,First Class,Sumatra,West,Office Supplies,Envelopes,50,248000
2016-07-06,Juli,2016,First Class,Bali,West,Furniture,Bookcases,1280,2708900
2016-07-06,Juli,2016,First Class,Papua,West,Office Supplies,Storage,30,6800
2015-09-08,September,2015,Standard Class,Sulawesi,West,Office Supplies,Binders,10,25800
2017-08-12,Agustus,2017,Standard Class,Kalimantan,West,Office Supplies,Paper,250,1379300
2017-10-01,Oktober,2017,First Class,Jawa,West,Furniture,Furnishings,40,39400
2017-10-01,Oktober,2017,First Class,Sumatra,West,Technology,Accessories,60,16400
2017-10-01,Oktober,2017,First Class,Bali,West,Office Supplies,Paper,20,62500
2017-10-01,Oktober,2017,First Class,Papua,West,Office Supplies,Appliances,210,314700
2015-08-11,Agustus,2015,Standard Class,Sulawesi,West,Office Supplies,Binders,10,13400
2017-12-01,Desember,2017,Standard Class,Kalimantan,East,Office Supplies,Art,20,88500
2017-12-01,Desember,2017,Standard Class,Jawa,East,Office Supplies,Envelopes,170,947300
2017-12-01,Desember,2017,Standard Class,Sumatra,East,Office Supplies,Paper,20,74700
2017-09-29,September,2017,Same Day,Bali,East,Technology,Accessories,240,792000
2017-09-29,September,2017,Same Day,Papua,East,Office Supplies,Paper,20,65400
2017-09-29,September,2017,Same Day,Sulawesi,East,Furniture,Furnishings,30,89300
2017-09-29,September,2017,Same Day,Kalimantan,East,Office Supplies,Paper,10,31700
2017-10-22,Oktober,2017,Same Day,Papua,Central,Office Supplies,Storage,340,279800
2017-10-22,Oktober,2017,Same Day,Sulawesi,Central,Furniture,Tables,250,657400
2014-03-28,Maret,2014,Standard Class,Kalimantan,East,Office Supplies,Paper,30,140500
2016-11-08,November,2016,Standard Class,Jawa,West,Office Supplies,Fasteners,20,60500
2016-11-08,November,2016,Standard Class,Sumatra,West,Office Supplies,Appliances,50,171600
2016-11-08,November,2016,Standard Class,Bali,West,Office Supplies,Binders,50,189600
2016-11-08,November,2016,Standard Class,Papua,West,Office Supplies,Paper,120,683800
2016-11-08,November,2016,Standard Class,Sulawesi,West,Office Supplies,Binders,10,36300
2016-11-08,November,2016,Standard Class,Kalimantan,West,Office Supplies,Paper,20,112000
2016-11-08,November,2016,Standard Class,Kalimantan,West,Office Supplies,Paper,320,1811900
2017-08-21,Agustus,2017,Standard Class,Jawa,West,Furniture,Tables,420,62800
2014-12-03,Desember,2014,Second Class,Sumatra,East,Technology,Copiers,660,1320000
2014-12-03,Desember,2014,Second Class,Bali,East,Furniture,Furnishings,10,17100
2014-12-03,Desember,2014,Second Class,Papua,East,Office Supplies,Paper,40,152500
2017-06-23,Juni,2017,Standard Class,Sulawesi,West,Furniture,Bookcases,920,907200
2017-06-23,Juni,2017,Standard Class,Kalimantan,West,Office Supplies,Paper,40,228700
2014-11-26,November,2014,Standard Class,Jawa,West,Office Supplies,Paper,20,74700
2016-04-16,April,2016,Standard Class,Sumatra,West,Office Supplies,Paper,20,74700
2016-04-16,April,2016,Standard Class,Bali,West,Office Supplies,Binders,30,97500
2014-07-04,Juli,2014,Standard Class,Papua,Central,Office Supplies,Paper,30,108900
2014-07-04,Juli,2014,Standard Class,Sulawesi,Central,Office Supplies,Fasteners,30,86400
2014-12-29,Desember,2014,Standard Class,Kalimantan,West,Technology,Phones,180,208400
2014-12-29,Desember,2014,Standard Class,Jawa,West,Office Supplies,Appliances,370,1216200
2014-12-29,Desember,2014,Standard Class,Sumatra,West,Technology,Accessories,70,158400
2014-12-29,Desember,2014,Standard Class,Bali,West,Technology,Phones,820,613800
2014-12-29,Desember,2014,Standard Class,Papua,West,Office Supplies,Storage,30,2500
2014-12-29,Desember,2014,Standard Class,Sulawesi,West,Furniture,Furnishings,30,66300
2016-11-14,November,2016,Standard Class,Kalimantan,Central,Furniture,Furnishings,40,205900
2016-11-14,November,2016,Standard Class,Papua,Central,Office Supplies,Binders,90,472100
2016-09-08,September,2016,First Class,Sulawesi,Central,Office Supplies,Storage,20,9800
2016-11-01,November,2016,Second Class,Kalimantan,South,Furniture,Chairs,300,907900
2017-10-26,Oktober,2017,Standard Class,Jawa,Central,Office Supplies,Art,40,144400
2016-09-20,September,2016,Standard Class,Sumatra,West,Office Supplies,Paper,30,120700
2016-09-20,September,2016,Standard Class,Bali,West,Office Supplies,Binders,50,189800
2016-10-01,Oktober,2016,Standard Class,Papua,West,Office Supplies,Art,20,83500
2017-06-14,Juni,2017,Standard Class,Sulawesi,South,Office Supplies,Storage,1350,1010700
2014-02-26,Februari,2014,Standard Class,Kalimantan,Central,Technology,Accessories,70,269200
2014-02-26,Februari,2014,Standard Class,Kalimantan,Central,Furniture,Furnishings,30,83000
2017-02-25,Februari,2017,Second Class,Jawa,West,Office Supplies,Fasteners,10,36800
2014-11-06,November,2014,Standard Class,Sumatra,East,Office Supplies,Labels,40,192500
2014-11-06,November,2014,Standard Class,Bali,East,Furniture,Furnishings,90,289500
2017-07-23,Juli,2017,Standard Class,Papua,East,Technology,Phones,270,810000
2017-07-23,Juli,2017,Standard Class,Sulawesi,East,Office Supplies,Paper,100,575500
2017-07-23,Juli,2017,Standard Class,Kalimantan,East,Furniture,Furnishings,40,173600
2017-09-10,September,2017,Second Class,Jawa,East,Technology,Accessories,120,403100
2016-11-17,November,2016,First Class,Sumatra,East,Furniture,Chairs,410,870500
2016-11-17,November,2016,First Class,Bali,East,Office Supplies,Storage,50,126200
2014-10-10,Oktober,2014,Same Day,Papua,West,Furniture,Chairs,130,165200
2014-10-10,Oktober,2014,Same Day,Sulawesi,West,Office Supplies,Envelopes,20,89900
2015-03-26,Maret,2015,Standard Class,Kalimantan,West,Office Supplies,Paper,20,70400
2017-07-12,Juli,2017,Standard Class,Jawa,West,Furniture,Furnishings,20,59000
2017-07-12,Juli,2017,Standard Class,Sumatra,West,Office Supplies,Binders,90,362800
2017-07-12,Juli,2017,Standard Class,Bali,West,Office Supplies,Art,20,74500
2017-07-12,Juli,2017,Standard Class,Papua,West,Office Supplies,Art,20,52000
2015-03-02,Maret,2015,Standard Class,Sulawesi,East,Technology,Phones,110,12800
2017-03-31,Maret,2017,First Class,Kalimantan,Central,Office Supplies,Envelopes,330,1798800
2015-07-17,Juli,2015,Second Class,Papua,Central,Technology,Phones,150,200500
2015-07-17,Juli,2015,Second Class,Sulawesi,Central,Technology,Phones,540,645100
2015-07-17,Juli,2015,Second Class,Kalimantan,Central,Office Supplies,Art,10,8300
2015-07-17,Juli,2015,Second Class,Jawa,Central,Technology,Phones,660,593300
2017-05-02,Mei,2017,First Class,Sumatra,East,Office Supplies,Labels,10,33900
2014-07-17,Juli,2014,Standard Class,Bali,West,Furniture,Tables,360,52700
2015-01-02,Januari,2015,Standard Class,Papua,West,Furniture,Chairs,240,276400
2015-01-02,Januari,2015,Standard Class,Sulawesi,West,Office Supplies,Paper,20,69400
2016-03-01,Maret,2016,Second Class,Kalimantan,Central,Office Supplies,Binders,60,341000
2015-03-26,Maret,2015,First Class,Kalimantan,South,Office Supplies,Fasteners,40,170500
2015-03-26,Maret,2015,First Class,Jawa,South,Office Supplies,Storage,30,6800
2015-01-05,Januari,2015,Standard Class,Sumatra,Central,Office Supplies,Envelopes,50,215700
2015-12-09,Desember,2015,Second Class,Bali,West,Office Supplies,Envelopes,280,1465800
2015-12-09,Desember,2015,Second Class,Papua,West,Technology,Phones,120,99400
2015-12-09,Desember,2015,Second Class,Sulawesi,West,Furniture,Furnishings,40,166000
2017-12-10,Desember,2017,Standard Class,Kalimantan,South,Office Supplies,Appliances,50,54300
2017-12-10,Desember,2017,Standard Class,Jawa,South,Office Supplies,Paper,30,106400
2014-04-21,April,2014,Second Class,Sumatra,West,Furniture,Furnishings,80,319800
2015-05-27,Mei,2015,Second Class,Bali,Central,Office Supplies,Art,30,96900
2015-05-27,Mei,2015,Second Class,Papua,Central,Office Supplies,Binders,130,721700
2017-07-21,Juli,2017,Standard Class,Sulawesi,West,Technology,Copiers,480,1080000
